"","TF","Target","mode","references"
"597","CDX2","VDR","Unknown","11450701;16604479;16883525;19960008"
"598","CEBPA","AFP","Unknown","15924879"
"599","CEBPA","ALB","Unknown","10542249"
"600","CEBPA","BCL2","Repression","12970736"
"601","CEBPA","CCL2","Activation","24429361"
"602","CEBPA","CD163","Unknown","10725797"
"603","CEBPA","CRMP1","Unknown","18524846"
"604","CEBPA","CSF1","Unknown","9632776"
"605","CEBPA","CSF2RA","Unknown","7565736"
"606","CEBPA","CSF3R","Activation","10453008"
"607","CEBPA","CXCR2","Unknown","18555777"
"608","CEBPA","CYP3A4","Unknown","15100175"
"609","CEBPA","DEFA1","Unknown","10706719"
"610","CEBPA","DEFA3","Unknown","10706719"
"611","CEBPA","ELANE","Activation","19620402"
"612","CEBPA","ELANE","Unknown","16247445"
"613","CEBPA","F9","Activation","8075306"
"614","CEBPA","FN1","Unknown","1320003"
"615","CEBPA","GAPDH","Unknown","12842822"
"616","CEBPA","HAMP","Activation","18671304"
"617","CEBPA","HK3","Unknown","24584857"
"618","CEBPA","HOMER3","Unknown","14645007"
"619","CEBPA","HSD17B11","Activation","21549806"
"620","CEBPA","HSPA4","Activation","2247079"
"621","CEBPA","ICAM1","Unknown","9916895"
"622","CEBPA","ID1","Unknown","22568493"
"623","CEBPA","IGF1","Activation","7708053"
"624","CEBPA","IGF2","Unknown","7659086"
"625","CEBPA","IL10","Unknown","12219016"
"626","CEBPA","IL3","Unknown","10453008"
"627","CEBPA","IL5","Unknown","10453008"
"628","CEBPA","IL6","Unknown","11975924"
"629","CEBPA","INSR","Activation","8288055"
"630","CEBPA","ITGAX","Activation","9360988"
"631","CEBPA","LEP","Activation","21983012"
"632","CEBPA","MAD1L1","Unknown","21345218"
"633","CEBPA","MSR1","Unknown","9743233"
"634","CEBPA","MYC","Repression","12032779"
"635","CEBPA","PCK1","Unknown","12237288"
"636","CEBPA","PCK2","Unknown","11042264"
"637","CEBPA","PRL","Unknown","17187171"
"638","CEBPA","S100A9","Activation","9706399"
"639","CEBPA","SAA1","Unknown","12410800"
"640","CEBPA","SERPINC1","Activation","8910619"
"641","CEBPA","SFTPD","Activation","11912209"
"642","CEBPA","SLC10A1","Unknown","11031103"
"643","CEBPA","SOCS3","Activation","19332118"
"644","CEBPA","SPI1","Unknown","24429361"
"645","CEBPA","SPP1","Activation","14712233"
"646","CEBPA","STAR","Activation","18583320"
"647","CEBPA","STAT3","Unknown","24429361"
"648","CEBPA","TLR9","Unknown","15294971"
"649","CEBPA","VLDLR","Unknown","10064725"
"650","CEBPB","ABCB1","Activation","15044620"
"651","CEBPB","ADM","Activation","9480831"
"652","CEBPB","ADM","Unknown","12630823"
"653","CEBPB","ALB","Unknown","10542249"
"654","CEBPB","ASNS","Unknown","15385533"
"655","CEBPB","BCL2L1","Unknown","19043455"
"656","CEBPB","BTS1","Unknown","9030974"
"657","CEBPB","CDKN1A","Activation","15041706"
"658","CEBPB","CR2","Unknown","19487031"
"659","CEBPB","CRP","Activation","12667216;23361365"
"660","CEBPB","CSF3R","Activation","10453008"
"661","CEBPB","CSH1","Unknown","10855690"
"662","CEBPB","CSH2","Unknown","10855690"
"663","CEBPB","CSRP1","Activation","14522018"
"664","CEBPB","CXCL8","Activation","15085176;15688424"
"665","CEBPB","CXCL8","Unknown","11120852"
"666","CEBPB","CYP19A1","Repression","11994385"
"667","CEBPB","CYP19A1","Unknown","7635140;8603036"
"668","CEBPB","DAPK1","Unknown","19521987"
"669","CEBPB","DDIT3","Unknown","16757577"
"670","CEBPB","F8","Unknown","10959692"
"671","CEBPB","FASLG","Unknown","12496392"
"672","CEBPB","FURIN","Activation","8132667"
"673","CEBPB","GADD45G","Unknown","11012671"
"674","CEBPB","GDF15","Activation","24086573"
"675","CEBPB","GFER","Repression","20690902"
"676","CEBPB","GFER","Unknown","20382118"
"677","CEBPB","GNLY","Unknown","12460196"
"678","CEBPB","HBB","Unknown","15833715"
"679","CEBPB","HP","Unknown","11331273"
"680","CEBPB","HSF1","Unknown","11801594"
"681","CEBPB","IL10","Unknown","12493739"
"682","CEBPB","IL13","Unknown","22981205"
"683","CEBPB","IL1B","Activation","17386941"
"684","CEBPB","IL1B","Unknown","10383163;10801783"
"685","CEBPB","IL24","Unknown","10942517"
"686","CEBPB","IL3","Unknown","10453008"
"687","CEBPB","IL4","Activation","7594540"
"688","CEBPB","IL4","Unknown","15048722"
"689","CEBPB","IL5","Unknown","10453008"
"690","CEBPB","IL6","Activation","10903137;8725624"
"691","CEBPB","IL6","Unknown","11120852"
"692","CEBPB","INSR","Activation","8288055"
"693","CEBPB","IRF4","Activation","19717648"
"694","CEBPB","MAD1L1","Unknown","21345218"
"695","CEBPB","MMP1","Unknown","19723873"
"696","CEBPB","OXTR","Activation","21734268"
"697","CEBPB","PCK2","Activation","8093246"
"698","CEBPB","PLAC1","Unknown","19652226"
"699","CEBPB","PRDM1","Activation","19717648"
"700","CEBPB","PRL","Unknown","10455153"
"701","CEBPB","PRSS50","Activation","18462069"
"702","CEBPB","PTGS2","Activation","16820889;18294142"
"703","CEBPB","PTGS2","Repression","18820298"
"704","CEBPB","PTGS2","Unknown","10956548;16699180;17556653;7559624"
"705","CEBPB","PTPN13","Unknown","11696979"
"706","CEBPB","S100A9","Activation","9706399"
"707","CEBPB","SAA1","Unknown","12410800"
"708","CEBPB","SAA2","Activation","8244997"
"709","CEBPB","SFTPD","Activation","11912209"
"710","CEBPB","SLC10A1","Unknown","11031103"
"711","CEBPB","SLC19A1","Activation","15652157"
"712","CEBPB","SLC5A8","Activation","20082847"
"713","CEBPB","STAR","Activation","18583320"
"714","CEBPB","STAR","Unknown","10473624;11111087;19150388"
"715","CEBPB","TFF3","Unknown","12297725"
"716","CEBPB","TNF","Unknown","10629048;9566900"
"717","CEBPB","TNFAIP6","Activation","7876106"
"718","CEBPB","TNFAIP6","Unknown","7935377"
"719","CEBPB","TOP1","Unknown","8524227"
"720","CEBPB","XBP1","Activation","19717648"
"721","CEBPD","C3","Unknown","8385337"
"722","CEBPD","CASP8","Unknown","24810056"
"723","CEBPD","CCL20","Activation","23028973"
"724","CEBPD","CXCL1","Activation","23028973"
"725","CEBPD","CYP19A1","Repression","11994385"
"726","CEBPD","DDIT3","Activation","20971808"
"727","CEBPD","DDIT3","Repression","22347430"
"728","CEBPD","GADD45G","Unknown","11012671"
"729","CEBPD","GAPDH","Unknown","12842822"
"730","CEBPD","IL23A","Activation","23028973"
"731","CEBPD","PDGFRA","Unknown","11278956"
"732","CEBPD","POU5F1","Activation","15284209"
"733","CEBPD","PPARG","Activation","10649448;18619497;20971808"
"734","CEBPD","PRL","Unknown","10455153"
"735","CEBPD","PTGS2","Unknown","7559624"
"736","CEBPD","SOD1","Activation","20385105"
"737","CEBPD","TNF","Unknown","10629048"
"738","CEBPD","TNFAIP6","Activation","23028973"
"739","CEBPE","CTSG","Unknown","16019164"
"740","CEBPE","GATA1","Repression","12202480"
"741","CEBPE","LTF","Unknown","12522000"
"742","CEBPE","MMP2","Unknown","19853299"
"743","CEBPE","MYC","Repression","12947005"
"744","CEBPE","PRG2","Repression","12202480"
"745","CEBPE","SPI1","Repression","12202480"
"746","CEBPG","HBB","Unknown","15833715"
"747","CEBPG","SFTPD","Activation","11912209"
"748","CEBPZ","APC","Activation","15087381"
"749","CEBPZ","COL11A1","Repression","12805369"
"750","CEBPZ","COL1A2","Unknown","8910550"
"751","CEBPZ","GZMB","Unknown","9857074"
"752","CEBPZ","MLH1","Repression","11704838"
"753","CEBPZ","SOX9","Unknown","15908194"
"754","CHD4","CD79A","Repression","23071088"
"755","CHD4","RNF8","Unknown","22531782"
"756","CHD8","BRCA1","Unknown","16949368"
"757","CHD8","CCNE2","Activation","19255092"
"758","CHD8","HOXA2","Unknown","20085832"
"759","CHD8","MYC","Unknown","16949368"
"760","CHD8","TYMS","Unknown","19255092"
"761","CIITA","COL1A1","Repression","16439692"
"762","CIITA","COL1A2","Repression","16439692"
"763","CIITA","COL1A2","Unknown","15247294"
"764","CIITA","CREBBP","Unknown","9858618"
"765","CIITA","FASLG","Unknown","14563113"
"766","CIITA","HLA-A","Activation","10329350"
"767","CIITA","HLA-B","Activation","11053628"
"768","CIITA","HLA-C","Activation","11053628"
"769","CIITA","HLA-DMA","Activation","9300700"
"770","CIITA","HLA-DMA","Unknown","7495736"
"771","CIITA","HLA-DMB","Activation","9300700;9600954"
"772","CIITA","HLA-DMB","Unknown","11332992;11889043;7495736"
"773","CIITA","HLA-DOA","Activation","11823510"
"774","CIITA","HLA-DOB","Activation","11823510"
"775","CIITA","HLA-DPB1","Unknown","11889043"
"776","CIITA","HLA-DQB1","Unknown","11332992"
"777","CIITA","HLA-DRA","Activation","9600954"
"778","CIITA","HLA-DRA","Unknown","10886240;11429551;11889043;9300692"
"779","CIITA","HLA-DRB1","Unknown","10886240"
"780","CIITA","HLA-DRB3","Unknown","10886240"
"781","CIITA","HLA-DRB4","Unknown","10886240"
"782","CIITA","HLA-DRB5","Unknown","10886240"
"783","CIITA","HLA-F","Unknown","11137213"
"784","CIITA","HLA-G","Unknown","11137218"
"785","CIITA","IL4","Activation","10946277"
"786","CIITA","IL4","Repression","10946277;17645498"
"787","CIITA","IRF1","Unknown","12052885;15950283"
"788","CIITA","IRF2","Unknown","15950283"
"789","CIITA","MMP9","Repression","15247301"
"790","CIITA","PLXNA1","Unknown","15814328"
"791","CIITA","PSMC5","Activation","22771340"
"792","CIITA","RAB4B","Unknown","17175541"
"793","CIITA","S100A4","Repression","17143014"
"794","CIITA","SIRT1","Repression","22064865"
"795","CIITA","SLC26A3","Unknown","9300700"
"796","CIITA","STAT1","Unknown","12052885"
"797","CITED2","MMP1","Repression","12960175"
"798","CITED2","MMP13","Repression","12960175"
"799","CLOCK","BHLHE40","Activation","19032342"
"800","CLOCK","BHLHE41","Activation","14672706"
"801","CLOCK","CRY1","Activation","22750052"
"802","CLOCK","CRY1","Unknown","17660446"
"803","CLOCK","CRY2","Activation","22750052"
"804","CLOCK","CRY2","Unknown","17660446"
"805","CLOCK","DEC1","Activation","14672706"
"806","CLOCK","KAT5","Unknown","18458078"
"807","CLOCK","NAMPT","Activation","19299583"
"808","CLOCK","NR0B2","Activation","20674862"
"809","CLOCK","NR3C1","Repression","21164265"
"810","CLOCK","PER1","Activation","17994337;22750052"
"811","CLOCK","PER1","Unknown","17660446;20551151;21479263"
"812","CLOCK","PER2","Activation","22750052"
"813","CLOCK","PER2","Unknown","17660446"
"814","CLOCK","PER3","Activation","22750052"
"815","CLOCK","STAR","Activation","17431006"
"816","CLOCK","TPO","Unknown","22284746"
"817","CNBP","MYC","Unknown","23774591"
"818","CNOT7","MSMB","Unknown","15937477"
"819","CNOT7","PMP22","Unknown","15937477"
"820","CNOT8","MSMB","Unknown","15937477"
"821","CNOT8","PMP22","Unknown","15937477"
"822","COPS5","CDKN1B","Repression","16951171"
"823","COPS5","VEGFA","Activation","12542982"
"824","CRABP2","RARA","Activation","16166294"
"825","CREB1","ACACA","Activation","19842072"
"826","CREB1","ADRA1A","Unknown","10520459"
"827","CREB1","AQP3","Unknown","18495115"
"828","CREB1","AR","Unknown","15994978;21457548"
"829","CREB1","BCL2","Activation","17290286"
"830","CREB1","BCL2","Unknown","10542244;19626458"
"831","CREB1","BCL2L11","Unknown","20367563"
"832","CREB1","BDKRB1","Unknown","10842322"
"833","CREB1","BDKRB2","Unknown","15632413"
"834","CREB1","BDNF","Activation","11719924"
"835","CREB1","CASP8","Activation","18342014"
"836","CREB1","CCK","Unknown","15030385;15073527"
"837","CREB1","CCL5","Unknown","11413310"
"838","CREB1","CD4","Unknown","9765424"
"839","CREB1","CGA","Unknown","10341006"
"840","CREB1","CRTC1","Unknown","17334997"
"841","CREB1","CXCR4","Unknown","11874984"
"842","CREB1","CYP11A1","Unknown","11057754"
"843","CREB1","CYP11B1","Unknown","11196473"
"844","CREB1","CYP11B2","Unknown","11196473"
"845","CREB1","CYP17A1","Unknown","2543297"
"846","CREB1","CYP19A1","Activation","15955695;16740737"
"847","CREB1","ERBB2","Unknown","10698518"
"848","CREB1","ETV3","Activation","14754893"
"849","CREB1","FLT1","Unknown","7499271"
"850","CREB1","FOS","Unknown","12432566"
"851","CREB1","FOXA1","Unknown","22577344"
"852","CREB1","GABPA","Unknown","10585419"
"853","CREB1","GRPR","Activation","18483184"
"854","CREB1","GSK3A","Unknown","11579131"
"855","CREB1","GSK3B","Unknown","11579131"
"856","CREB1","HLA-DOB","Unknown","12938212"
"857","CREB1","HLA-DQB1","Unknown","1324879"
"858","CREB1","HMOX1","Repression","14523007"
"859","CREB1","HPGD","Unknown","10650939"
"860","CREB1","IFNG","Activation","20006311;20685939"
"861","CREB1","IFNG","Repression","11907114"
"862","CREB1","IFNG","Unknown","7759501"
"863","CREB1","IL10","Activation","10540320;22140263"
"864","CREB1","IL10","Unknown","17202341"
"865","CREB1","IL2","Unknown","8814256"
"866","CREB1","IL5RA","Unknown","9742933"
"867","CREB1","IL6","Activation","8725624"
"868","CREB1","JUN","Repression","8647095"
"869","CREB1","JUN","Unknown","10403485"
"870","CREB1","LAPTM4B","Unknown","23469012"
"871","CREB1","LYL1","Activation","23000483"
"872","CREB1","MC2R","Activation","17712720"
"873","CREB1","MITF","Activation","19937254"
"874","CREB1","MMP2","Unknown","10506168"
"875","CREB1","MSMB","Unknown","9704017"
"876","CREB1","MUC4","Activation","19757157"
"877","CREB1","MUC4","Unknown","11418607"
"878","CREB1","MUC5AC","Activation","18676374"
"879","CREB1","NDC80","Activation","17822787"
"880","CREB1","NF1","Unknown","10435592"
"881","CREB1","NMNAT2","Unknown","22027994"
"882","CREB1","NOLC1","Activation","21266110"
"883","CREB1","NPY","Unknown","12967770"
"884","CREB1","NR2F1","Repression","15955695"
"885","CREB1","NR2F6","Repression","15955695"
"886","CREB1","NR4A3","Unknown","10701778"
"887","CREB1","NR5A2","Activation","18191017"
"888","CREB1","NRF1","Unknown","20587593"
"889","CREB1","NTS","Unknown","7791794"
"890","CREB1","ODC1","Unknown","1356108"
"891","CREB1","PCSK1","Activation","8999965"
"892","CREB1","PLAT","Repression","8647095"
"893","CREB1","PLAU","Unknown","11776974"
"894","CREB1","POLD2","Unknown","10978529"
"895","CREB1","PPM1D","Unknown","19015127"
"896","CREB1","PPP2CA","Activation","17526027"
"897","CREB1","PPP2R2B","Activation","20533062"
"898","CREB1","PRL","Unknown","17187171"
"899","CREB1","PSEN1","Activation","11116137"
"900","CREB1","PTGES","Unknown","20688046"
"901","CREB1","PTGS2","Activation","22919060"
"902","CREB1","RP1","Unknown","11593399"
"903","CREB1","RRM2B","Unknown","11978967"
"904","CREB1","SLC19A1","Unknown","11078737"
"905","CREB1","SLC20A1","Activation","11722845"
"906","CREB1","SLC22A8","Unknown","16809478"
"907","CREB1","SLC39A1","Unknown","19026724"
"908","CREB1","SMAD6","Activation","14755548"
"909","CREB1","SNAI1","Repression","15955695"
"910","CREB1","SNAI2","Repression","15955695"
"911","CREB1","SOX9","Unknown","17289023"
"912","CREB1","SPRY2","Unknown","14644509"
"913","CREB1","STMN1","Unknown","23000483"
"914","CREB1","TH","Unknown","11108136"
"915","CREB1","TLR9","Unknown","15294971"
"916","CREB1","TRH","Unknown","11134186;9827656"
"917","CREB1","UXT","Activation","17761951"
"918","CREB1","VIP","Unknown","1847391"
"919","CREB1","XPC","Unknown","21507255"
"920","CREB3","CXCR4","Activation","20473547"
"921","CREB3L1","SLC1A4","Repression","17617614"
"922","CREB3L4","DNAJC12","Unknown","24122553"
"923","CREB5","ATP6V0E1","Activation","21132541"
"924","CREB5","CFB","Activation","21132541"
"925","CREB5","DGKG","Activation","21132541"
"926","CREB5","DGKG","Repression","21132541"
"927","CREB5","LGALS3BP","Repression","21132541"
"928","CREB5","LY96","Repression","21132541"
"929","CREB5","MAPKAPK3","Activation","21132541"
"930","CREB5","MX1","Activation","21132541"
"931","CREB5","RASGRP3","Repression","21132541"
"932","CREB5","RDX","Repression","21132541"
"933","CREB5","STAT1","Repression","21132541"
"934","CREB5","TGFBR3","Activation","21132541"
"935","CREB5","TNFRSF11B","Repression","21132541"
"936","CREBBP","ALOX15","Activation","12517954"
"937","CREBBP","BRCA1","Unknown","23285190"
"938","CREBBP","CCK","Unknown","15030385"
"939","CREBBP","CDKN1A","Activation","15286705"
"940","CREBBP","CREB1","Activation","19564345"
"941","CREBBP","CSF2","Unknown","20439113"
"942","CREBBP","EGFR","Unknown","21464950"
"943","CREBBP","EP300","Unknown","15154850"
"944","CREBBP","EZH2","Unknown","25088689"
"945","CREBBP","HINFP","Activation","17826007"
"946","CREBBP","HOXA10","Activation","16849538"
"947","CREBBP","HOXA9","Activation","16849538"
"948","CREBBP","IL4","Activation","10946277"
"949","CREBBP","INSM1","Activation","17300785"
"950","CREBBP","IRF1","Activation","18497060"
"951","CREBBP","PCK2","Unknown","10085123;11997389"
"952","CREBBP","PPARA","Unknown","10542237"
"953","CREBBP","PSMC5","Activation","22771340"
"954","CREBBP","PTGS2","Unknown","11278336"
"955","CREBBP","RAD51","Unknown","23285190"
"956","CREBBP","RARA","Unknown","21110951"
"957","CREBBP","RS1","Unknown","18927113"
"958","CREBBP","S100A4","Unknown","17143014"
"959","CREBBP","TP53","Unknown","15154850"
"960","CREBBP","TRIM22","Unknown","23670564"
"961","CREG1","HSPA4","Repression","9710587"
"962","CREM","ACE","Activation","8901568"
"963","CREM","ACR","Unknown","11500964"
"964","CREM","FHL5","Unknown","16687568"
"965","CREM","CCL4","Repression","16443828"
"966","CREM","CCNA1","Unknown","7760825"
"967","CREM","CCNA2","Repression","9280058"
"968","CREM","CD247","Repression","16237091"
"969","CREM","CREB1","Repression","11988318"
"970","CREM","DUSP1","Repression","21325296"
"971","CREM","DUSP4","Repression","21325296"
"972","CREM","FASLG","Repression","11754361"
"973","CREM","FOS","Repression","21757709"
"974","CREM","G6PD","Repression","17273168"
"975","CREM","GPX4","Unknown","15225122"
"976","CREM","IL2","Repression","15841182"
"977","CREM","IL2","Unknown","12370343"
"978","CREM","IL5RA","Unknown","9742933"
"979","CREM","LDHC","Unknown","9510963"
"980","CREM","MC2R","Activation","17712720"
"981","CREM","MC2R","Repression","17712720"
